,CustomerName,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
370,CS1482,123,12,732,85.19,12.74,12.74,1.18,Lost Customers
371,CS1483,336,24,1774,39.14,86.57,86.57,3.97,Medium Value Customer
372,CS1484,384,16,1221,21.98,34.8,34.8,1.64,Low Value Customers
373,CS1485,284,25,1814,59.96,90.27,90.27,4.29,High value Customer
374,CS1486,310,19,1377,47.85,56.47,56.47,2.76,Low Value Customers
375,CS1487,93,10,599,87.23,5.58,5.58,0.89,Lost Customers
376,CS1488,1,23,1595,98.83,82.07,82.07,4.23,High value Customer
377,CS1489,31,15,950,95.52,28.31,28.31,1.92,Low Value Customers
378,CS1490,62,25,1788,91.86,90.27,90.27,4.53,Top Customers
379,CS1491,349,17,1244,33.27,41.88,41.88,2.03,Low Value Customers
380,CS1492,154,19,1358,81.96,56.47,56.47,3.01,Medium Value Customer
381,CS1493,30,21,1531,96.56,70.65,70.65,3.73,Medium Value Customer
382,CS1494,380,21,1502,22.98,70.65,70.65,3.17,Medium Value Customer
383,CS1495,280,17,1138,63.11,41.88,41.88,2.25,Low Value Customers
384,CS1496,285,18,1222,59.23,49.21,49.21,2.54,Low Value Customers
385,CS1497,91,20,1445,89.72,63.59,63.59,3.38,Medium Value Customer
386,CS1498,318,22,1519,43.19,76.89,76.89,3.59,Medium Value Customer
387,CS1499,307,26,1879,49.72,93.1,93.1,4.33,High value Customer
388,CS1500,493,15,983,5.78,28.31,28.31,1.25,Lost Customers
389,CS1501,92,26,1965,88.44,93.1,93.1,4.62,Top Customers
390,CS1502,30,22,1613,96.56,76.89,76.89,3.99,Medium Value Customer
391,CS1503,263,27,1927,70.02,95.23,95.23,4.57,Top Customers
392,CS1504,306,13,825,50.43,17.32,17.32,1.11,Lost Customers
393,CS1505,314,25,1703,45.49,90.27,90.27,4.18,High value Customer
394,CS1506,338,18,1307,38.25,49.21,49.21,2.38,Low Value Customers
395,CS1507,281,21,1280,62.34,70.65,70.65,3.47,Medium Value Customer
396,CS1508,303,28,1933,52.49,96.85,96.85,4.51,Top Customers
397,CS1509,408,20,1383,16.86,63.59,63.59,2.83,Low Value Customers
398,CS1510,265,26,1792,68.33,93.1,93.1,4.47,High value Customer
399,CS1511,312,18,1253,46.57,49.21,49.21,2.44,Low Value Customers
400,CS1512,285,20,1239,59.23,63.59,63.59,3.15,Medium Value Customer
401,CS1513,368,22,1444,26.79,76.89,76.89,3.47,Medium Value Customer
402,CS1514,359,16,1046,29.72,34.8,34.8,1.7,Low Value Customers
403,CS1515,303,22,1742,52.49,76.89,76.89,3.66,Medium Value Customer
404,CS1516,435,18,1308,11.91,49.21,49.21,2.18,Low Value Customers
405,CS1517,347,18,1168,34.3,49.21,49.21,2.35,Low Value Customers
406,CS1518,357,19,1151,30.43,56.47,56.47,2.63,Low Value Customers
407,CS1519,214,15,962,76.33,28.31,28.31,1.78,Low Value Customers
408,CS1520,265,18,1162,68.33,49.21,49.21,2.6,Low Value Customers
409,CS1521,488,9,671,6.14,3.46,3.46,0.19,Lost Customers
410,CS1522,417,14,894,15.08,22.55,22.55,1.07,Lost Customers
411,CS1523,477,15,928,7.13,28.31,28.31,1.26,Lost Customers
412,CS1524,502,17,1075,5.27,41.88,41.88,1.82,Low Value Customers
413,CS1525,154,17,1215,81.96,41.88,41.88,2.39,Low Value Customers
414,CS1526,293,19,1324,53.28,56.47,56.47,2.8,Low Value Customers
415,CS1527,216,19,1187,74.35,56.47,56.47,2.96,Low Value Customers
416,CS1528,1,24,1660,98.83,86.57,86.57,4.42,High value Customer
417,CS1529,153,25,1823,83.11,90.27,90.27,4.46,High value Customer
418,CS1530,483,10,626,6.58,5.58,5.58,0.29,Lost Customers
419,CS1531,92,25,1793,88.44,90.27,90.27,4.5,High value Customer
420,CS1532,545,17,1140,3.11,41.88,41.88,1.8,Low Value Customers
421,CS1533,335,23,1606,39.69,82.07,82.07,3.79,Medium Value Customer
422,CS1534,155,20,1379,80.68,63.59,63.59,3.31,Medium Value Customer
423,CS1535,345,24,1904,35.16,86.57,86.57,3.94,Medium Value Customer
424,CS1536,92,12,753,88.44,12.74,12.74,1.2,Lost Customers
425,CS1537,30,20,1323,96.56,63.59,63.59,3.43,Medium Value Customer
426,CS1538,264,19,1304,69.16,56.47,56.47,2.92,Low Value Customers
427,CS1539,287,20,1371,57.68,63.59,63.59,3.14,Medium Value Customer
428,CS1540,184,19,1199,78.25,56.47,56.47,2.99,Low Value Customers
429,CS1541,361,30,2273,29.1,98.88,98.88,4.42,High value Customer
430,CS1542,367,27,1808,27.16,95.23,95.23,4.25,High value Customer
431,CS1543,263,12,948,70.02,12.74,12.74,1.07,Lost Customers
432,CS1544,315,19,1334,44.88,56.47,56.47,2.74,Low Value Customers
433,CS1545,276,28,1935,66.37,96.85,96.85,4.61,Top Customers
434,CS1546,461,18,1436,8.95,49.21,49.21,2.16,Low Value Customers
435,CS1547,287,22,1600,57.68,76.89,76.89,3.7,Medium Value Customer
436,CS1548,92,23,1755,88.44,82.07,82.07,4.15,High value Customer
437,CS1549,276,20,1393,66.37,63.59,63.59,3.2,Medium Value Customer
438,CS1550,312,22,1583,46.57,76.89,76.89,3.62,Medium Value Customer
439,CS1551,365,18,1300,27.81,49.21,49.21,2.3,Low Value Customers
440,CS1552,292,22,1604,53.98,76.89,76.89,3.67,Medium Value Customer
441,CS1553,363,20,1444,28.35,63.59,63.59,2.92,Low Value Customers
442,CS1554,403,17,993,17.7,41.88,41.88,1.91,Low Value Customers
443,CS1555,324,23,1571,40.71,82.07,82.07,3.79,Medium Value Customer
444,CS1556,284,13,1031,59.96,17.32,17.32,1.19,Lost Customers
445,CS1557,276,30,1992,66.37,98.88,98.88,4.7,Top Customers
446,CS1558,281,23,1500,62.34,82.07,82.07,3.96,Medium Value Customer
447,CS1559,61,20,1613,93.04,63.59,63.59,3.4,Medium Value Customer
448,CS1560,311,18,1352,47.15,49.21,49.21,2.45,Low Value Customers
449,CS1561,62,15,1082,91.86,28.31,28.31,1.89,Low Value Customers
450,CS1562,640,12,711,1.27,12.74,12.74,0.55,Lost Customers
451,CS1563,580,17,1108,2.13,41.88,41.88,1.8,Low Value Customers
452,CS1564,280,16,1304,63.11,34.8,34.8,1.95,Low Value Customers
453,CS1565,367,17,1147,27.16,41.88,41.88,1.98,Low Value Customers
454,CS1566,512,21,1491,4.56,70.65,70.65,3.04,Medium Value Customer
455,CS1567,283,19,1465,60.8,56.47,56.47,2.86,Low Value Customers
456,CS1568,31,20,1604,95.52,63.59,63.59,3.42,Medium Value Customer
457,CS1569,287,15,1074,57.68,28.31,28.31,1.64,Low Value Customers
458,CS1570,404,25,1782,17.48,90.27,90.27,3.97,Medium Value Customer
459,CS1571,124,20,1503,84.19,63.59,63.59,3.33,Medium Value Customer
460,CS1572,62,15,1085,91.86,28.31,28.31,1.89,Low Value Customers
461,CS1573,335,19,1539,39.69,56.47,56.47,2.7,Low Value Customers
462,CS1574,91,18,1018,89.72,49.21,49.21,2.76,Low Value Customers
463,CS1575,308,26,1611,49.05,93.1,93.1,4.32,High value Customer
464,CS1576,355,16,1074,31.12,34.8,34.8,1.71,Low Value Customers
465,CS1577,281,21,1525,62.34,70.65,70.65,3.47,Medium Value Customer
466,CS1578,350,16,1125,32.9,34.8,34.8,1.73,Low Value Customers
467,CS1579,288,20,1433,56.91,63.59,63.59,3.13,Medium Value Customer
468,CS1580,493,33,2329,5.78,99.82,99.82,4.29,High value Customer
469,CS1581,154,23,1501,81.96,82.07,82.07,4.1,High value Customer
470,CS1582,280,27,2009,63.11,95.23,95.23,4.52,Top Customers
471,CS1583,291,25,1919,54.68,90.27,90.27,4.25,High value Customer
472,CS1584,292,21,1512,53.98,70.65,70.65,3.41,Medium Value Customer
473,CS1585,355,19,1167,31.12,56.47,56.47,2.63,Low Value Customers
474,CS1586,305,20,1441,51.16,63.59,63.59,3.09,Medium Value Customer
475,CS1587,154,27,1900,81.96,95.23,95.23,4.66,Top Customers
476,CS1588,153,25,1591,83.11,90.27,90.27,4.46,High value Customer
477,CS1589,284,15,1151,59.96,28.31,28.31,1.65,Low Value Customers
478,CS1590,416,16,964,15.35,34.8,34.8,1.59,Lost Customers
479,CS1591,397,18,1144,18.78,49.21,49.21,2.23,Low Value Customers
480,CS1592,62,19,1215,91.86,56.47,56.47,3.09,Medium Value Customer
481,CS1593,286,20,1406,58.52,63.59,63.59,3.14,Medium Value Customer
482,CS1594,285,13,901,59.23,17.32,17.32,1.18,Lost Customers
483,CS1595,368,10,648,26.79,5.58,5.58,0.44,Lost Customers
484,CS1596,280,19,1342,63.11,56.47,56.47,2.87,Low Value Customers
485,CS1597,93,23,1611,87.23,82.07,82.07,4.14,High value Customer
486,CS1598,215,20,1289,75.29,63.59,63.59,3.27,Medium Value Customer
487,CS1599,319,15,1028,42.71,28.31,28.31,1.52,Lost Customers
488,CS1600,281,20,1331,62.34,63.59,63.59,3.17,Medium Value Customer
489,CS1601,341,27,1787,36.93,95.23,95.23,4.32,High value Customer
490,CS1602,288,20,1401,56.91,63.59,63.59,3.13,Medium Value Customer
491,CS1603,387,19,1374,21.25,56.47,56.47,2.56,Low Value Customers
492,CS1604,289,28,1950,56.16,96.85,96.85,4.54,Top Customers
493,CS1605,278,27,1685,64.91,95.23,95.23,4.53,Top Customers
494,CS1606,93,13,781,87.23,17.32,17.32,1.39,Lost Customers
495,CS1607,323,19,1384,41.17,56.47,56.47,2.71,Low Value Customers
496,CS1608,311,14,973,47.15,22.55,22.55,1.31,Lost Customers
497,CS1609,399,20,1375,18.32,63.59,63.59,2.84,Low Value Customers
498,CS1610,1,19,1326,98.83,56.47,56.47,3.14,Medium Value Customer
499,CS1611,484,23,1794,6.49,82.07,82.07,3.54,Medium Value Customer
500,CS1612,281,26,1759,62.34,93.1,93.1,4.42,High value Customer
501,CS1613,448,21,1347,10.27,70.65,70.65,3.08,Medium Value Customer
502,CS1614,183,22,1568,79.38,76.89,76.89,3.86,Medium Value Customer
503,CS1615,265,20,1419,68.33,63.59,63.59,3.22,Medium Value Customer
504,CS1616,183,19,1434,79.38,56.47,56.47,3.0,Low Value Customers
505,CS1617,438,27,1784,11.55,95.23,95.23,4.13,High value Customer
506,CS1618,437,13,887,11.65,17.32,17.32,0.82,Lost Customers
507,CS1619,214,21,1323,76.33,70.65,70.65,3.58,Medium Value Customer
508,CS1620,562,16,1320,2.55,34.8,34.8,1.5,Lost Customers
509,CS1621,283,26,1894,60.8,93.1,93.1,4.41,High value Customer
510,CS1622,262,20,1360,70.93,63.59,63.59,3.23,Medium Value Customer
511,CS1623,278,26,1777,64.91,93.1,93.1,4.44,High value Customer
512,CS1624,215,25,1832,75.29,90.27,90.27,4.4,High value Customer
513,CS1625,30,14,950,96.56,22.55,22.55,1.68,Low Value Customers
514,CS1626,323,17,1172,41.17,41.88,41.88,2.09,Low Value Customers
515,CS1627,339,16,1043,37.75,34.8,34.8,1.76,Low Value Customers
516,CS1628,283,21,1456,60.8,70.65,70.65,3.46,Medium Value Customer
517,CS1629,265,22,1394,68.33,76.89,76.89,3.78,Medium Value Customer
518,CS1630,263,20,1393,70.02,63.59,63.59,3.23,Medium Value Customer
519,CS1631,276,18,1223,66.37,49.21,49.21,2.59,Low Value Customers
520,CS1632,122,17,1187,86.16,41.88,41.88,2.43,Low Value Customers
521,CS1633,280,26,1763,63.11,93.1,93.1,4.43,High value Customer
522,CS1634,303,15,1044,52.49,28.31,28.31,1.6,Lost Customers
523,CS1635,393,23,1573,19.81,82.07,82.07,3.64,Medium Value Customer
524,CS1636,155,19,1347,80.68,56.47,56.47,3.01,Medium Value Customer
525,CS1637,284,22,1496,59.96,76.89,76.89,3.72,Medium Value Customer
526,CS1638,492,15,1035,5.85,28.31,28.31,1.25,Lost Customers
527,CS1639,124,23,1619,84.19,82.07,82.07,4.12,High value Customer
528,CS1640,322,19,1232,41.6,56.47,56.47,2.71,Low Value Customers
529,CS1641,122,17,1232,86.16,41.88,41.88,2.43,Low Value Customers
530,CS1642,62,24,1672,91.86,86.57,86.57,4.37,High value Customer
531,CS1643,284,27,2087,59.96,95.23,95.23,4.5,High value Customer
532,CS1644,337,22,1542,38.69,76.89,76.89,3.56,Medium Value Customer
533,CS1645,452,19,1412,9.78,56.47,56.47,2.47,Low Value Customers
534,CS1646,289,17,1185,56.16,41.88,41.88,2.2,Low Value Customers
535,CS1647,154,21,1401,81.96,70.65,70.65,3.62,Medium Value Customer
536,CS1648,378,24,1776,23.46,86.57,86.57,3.86,Medium Value Customer
537,CS1649,310,16,1197,47.85,34.8,34.8,1.84,Low Value Customers
538,CS1650,375,24,1832,24.43,86.57,86.57,3.86,Medium Value Customer
539,CS1651,455,13,927,9.57,17.32,17.32,0.81,Lost Customers
540,CS1652,263,26,1726,70.02,93.1,93.1,4.48,High value Customer
541,CS1653,359,26,1986,29.72,93.1,93.1,4.18,High value Customer
542,CS1654,352,19,1384,32.23,56.47,56.47,2.64,Low Value Customers
543,CS1655,290,14,955,55.4,22.55,22.55,1.37,Lost Customers
544,CS1656,313,14,966,46.06,22.55,22.55,1.3,Lost Customers
545,CS1657,387,18,1105,21.25,49.21,49.21,2.25,Low Value Customers
546,CS1658,291,20,1389,54.68,63.59,63.59,3.11,Medium Value Customer
547,CS1659,335,19,1311,39.69,56.47,56.47,2.7,Low Value Customers
548,CS1660,282,24,1745,61.61,86.57,86.57,4.14,High value Customer
549,CS1661,155,32,2051,80.68,99.69,99.69,4.84,Top Customers
550,CS1662,284,17,1033,59.96,41.88,41.88,2.23,Low Value Customers
551,CS1663,369,23,1487,26.39,82.07,82.07,3.69,Medium Value Customer
552,CS1664,275,25,1954,67.38,90.27,90.27,4.34,High value Customer
553,CS1665,358,16,1033,30.04,34.8,34.8,1.7,Low Value Customers
554,CS1666,185,18,1385,77.31,49.21,49.21,2.67,Low Value Customers
555,CS1667,305,20,1313,51.16,63.59,63.59,3.09,Medium Value Customer
556,CS1668,311,17,1227,47.15,41.88,41.88,2.13,Low Value Customers
557,CS1669,313,15,1105,46.06,28.31,28.31,1.55,Lost Customers
558,CS1670,343,16,1191,36.05,34.8,34.8,1.75,Low Value Customers
559,CS1671,346,17,1246,34.79,41.88,41.88,2.04,Low Value Customers
560,CS1672,397,15,1110,18.78,28.31,28.31,1.34,Lost Customers
561,CS1673,316,26,1784,44.33,93.1,93.1,4.29,High value Customer
562,CS1674,316,17,1088,44.33,41.88,41.88,2.11,Low Value Customers
563,CS1675,184,28,2124,78.25,96.85,96.85,4.7,Top Customers
564,CS1676,93,28,2088,87.23,96.85,96.85,4.77,Top Customers
565,CS1677,32,21,1439,94.33,70.65,70.65,3.71,Medium Value Customer
566,CS1678,337,18,1230,38.69,49.21,49.21,2.38,Low Value Customers
567,CS1679,91,28,1976,89.72,96.85,96.85,4.79,Top Customers
568,CS1680,310,18,1151,47.85,49.21,49.21,2.45,Low Value Customers
569,CS1681,375,21,1467,24.43,70.65,70.65,3.19,Medium Value Customer
570,CS1682,362,15,1075,28.72,28.31,28.31,1.42,Lost Customers
571,CS1683,284,17,1245,59.96,41.88,41.88,2.23,Low Value Customers
572,CS1684,155,18,1241,80.68,49.21,49.21,2.7,Low Value Customers
573,CS1685,477,22,1569,7.13,76.89,76.89,3.32,Medium Value Customer
574,CS1686,124,24,1647,84.19,86.57,86.57,4.31,High value Customer
575,CS1687,286,22,1656,58.52,76.89,76.89,3.71,Medium Value Customer
576,CS1688,423,17,1167,13.97,41.88,41.88,1.88,Low Value Customers
577,CS1689,336,16,993,39.14,34.8,34.8,1.77,Low Value Customers
578,CS1690,285,19,1354,59.23,56.47,56.47,2.84,Low Value Customers
579,CS1691,305,20,1523,51.16,63.59,63.59,3.09,Medium Value Customer
580,CS1692,263,23,1592,70.02,82.07,82.07,4.01,High value Customer
581,CS1693,334,12,908,40.25,12.74,12.74,0.84,Lost Customers
582,CS1694,63,22,1330,90.8,76.89,76.89,3.95,Medium Value Customer
583,CS1695,355,32,2174,31.12,99.69,99.69,4.47,High value Customer
584,CS1696,465,19,1325,8.45,56.47,56.47,2.46,Low Value Customers
585,CS1697,369,15,1082,26.39,28.31,28.31,1.4,Lost Customers
586,CS1698,30,19,1397,96.56,56.47,56.47,3.12,Medium Value Customer
587,CS1699,276,18,1261,66.37,49.21,49.21,2.59,Low Value Customers
588,CS1700,361,17,1186,29.1,41.88,41.88,2.0,Low Value Customers
589,CS1701,440,18,1190,11.3,49.21,49.21,2.18,Low Value Customers
590,CS1702,288,17,1028,56.91,41.88,41.88,2.21,Low Value Customers
591,CS1703,185,15,890,77.31,28.31,28.31,1.78,Low Value Customers
592,CS1704,280,22,1484,63.11,76.89,76.89,3.74,Medium Value Customer
593,CS1705,340,21,1553,37.31,70.65,70.65,3.28,Medium Value Customer
594,CS1706,292,23,1681,53.98,82.07,82.07,3.89,Medium Value Customer
595,CS1707,276,22,1627,66.37,76.89,76.89,3.77,Medium Value Customer
596,CS1708,245,25,1790,72.57,90.27,90.27,4.38,High value Customer
597,CS1709,477,23,1629,7.13,82.07,82.07,3.54,Medium Value Customer
598,CS1710,527,22,1577,3.85,76.89,76.89,3.3,Medium Value Customer
599,CS1711,347,23,1548,34.3,82.07,82.07,3.75,Medium Value Customer
600,CS1712,362,21,1411,28.72,70.65,70.65,3.22,Medium Value Customer
601,CS1713,153,19,1495,83.11,56.47,56.47,3.02,Medium Value Customer
602,CS1714,214,16,1248,76.33,34.8,34.8,2.05,Low Value Customers
603,CS1715,2,20,1314,97.69,63.59,63.59,3.44,Medium Value Customer
604,CS1716,614,6,440,1.61,0.58,0.58,0.04,Lost Customers
605,CS1717,311,14,963,47.15,22.55,22.55,1.31,Lost Customers
606,CS1718,339,18,1284,37.75,49.21,49.21,2.37,Low Value Customers
607,CS1719,92,17,1166,88.44,41.88,41.88,2.44,Low Value Customers
608,CS1720,184,17,1104,78.25,41.88,41.88,2.37,Low Value Customers
609,CS1721,63,24,1687,90.8,86.57,86.57,4.36,High value Customer
610,CS1722,303,19,1320,52.49,56.47,56.47,2.79,Low Value Customers
611,CS1723,92,17,1146,88.44,41.88,41.88,2.44,Low Value Customers
612,CS1724,1,18,1223,98.83,49.21,49.21,2.83,Low Value Customers
613,CS1725,321,27,1778,42.03,95.23,95.23,4.36,High value Customer
614,CS1726,289,23,1529,56.16,82.07,82.07,3.91,Medium Value Customer
615,CS1727,214,25,1702,76.33,90.27,90.27,4.41,High value Customer
616,CS1728,368,26,1896,26.79,93.1,93.1,4.16,High value Customer
617,CS1729,275,24,1567,67.38,86.57,86.57,4.18,High value Customer
618,CS1730,389,19,1260,20.74,56.47,56.47,2.56,Low Value Customers
619,CS1731,303,17,1145,52.49,41.88,41.88,2.17,Low Value Customers
620,CS1732,287,18,1353,57.68,49.21,49.21,2.52,Low Value Customers
621,CS1733,398,20,1506,18.55,63.59,63.59,2.84,Low Value Customers
622,CS1734,512,18,1235,4.56,49.21,49.21,2.13,Low Value Customers
623,CS1735,275,14,952,67.38,22.55,22.55,1.46,Lost Customers
624,CS1736,345,24,1653,35.16,86.57,86.57,3.94,Medium Value Customer
625,CS1737,352,23,1737,32.23,82.07,82.07,3.73,Medium Value Customer
626,CS1738,92,20,1337,88.44,63.59,63.59,3.37,Medium Value Customer
627,CS1739,32,17,1199,94.33,41.88,41.88,2.49,Low Value Customers
628,CS1740,215,25,1902,75.29,90.27,90.27,4.4,High value Customer
629,CS1741,409,19,1264,16.68,56.47,56.47,2.53,Low Value Customers
630,CS1742,216,19,1326,74.35,56.47,56.47,2.96,Low Value Customers
631,CS1743,364,17,1405,28.08,41.88,41.88,1.99,Low Value Customers
632,CS1744,275,14,1066,67.38,22.55,22.55,1.46,Lost Customers
633,CS1745,123,22,1615,85.19,76.89,76.89,3.91,Medium Value Customer
634,CS1746,423,26,1878,13.97,93.1,93.1,4.06,High value Customer
635,CS1747,0,17,1099,100.0,41.88,41.88,2.53,Low Value Customers
636,CS1748,264,22,1498,69.16,76.89,76.89,3.79,Medium Value Customer
637,CS1749,279,17,1174,64.07,41.88,41.88,2.26,Low Value Customers
638,CS1750,244,22,1543,73.42,76.89,76.89,3.82,Medium Value Customer
639,CS1751,124,23,1504,84.19,82.07,82.07,4.12,High value Customer
640,CS1752,279,22,1656,64.07,76.89,76.89,3.75,Medium Value Customer
641,CS1753,348,18,1180,33.74,49.21,49.21,2.34,Low Value Customers
642,CS1754,340,17,1177,37.31,41.88,41.88,2.06,Low Value Customers
643,CS1755,348,17,1164,33.74,41.88,41.88,2.03,Low Value Customers
644,CS1756,497,18,1176,5.53,49.21,49.21,2.13,Low Value Customers
645,CS1757,342,31,2238,36.52,99.41,99.41,4.5,High value Customer
646,CS1758,63,20,1337,90.8,63.59,63.59,3.38,Medium Value Customer
647,CS1759,369,24,1654,26.39,86.57,86.57,3.88,Medium Value Customer
648,CS1760,305,21,1570,51.16,70.65,70.65,3.39,Medium Value Customer
649,CS1761,263,16,1144,70.02,34.8,34.8,2.0,Low Value Customers
650,CS1762,354,14,1027,31.53,22.55,22.55,1.19,Lost Customers
651,CS1763,290,24,1689,55.4,86.57,86.57,4.09,High value Customer
652,CS1764,92,15,1085,88.44,28.31,28.31,1.87,Low Value Customers
653,CS1765,346,14,1079,34.79,22.55,22.55,1.22,Lost Customers
654,CS1766,382,19,1067,22.45,56.47,56.47,2.57,Low Value Customers
655,CS1767,1,26,1674,98.83,93.1,93.1,4.7,Top Customers
656,CS1768,386,25,1794,21.55,90.27,90.27,4.0,Medium Value Customer
657,CS1769,391,20,1356,20.32,63.59,63.59,2.86,Low Value Customers
658,CS1770,61,25,1734,93.04,90.27,90.27,4.53,Top Customers
659,CS1771,244,19,1337,73.42,56.47,56.47,2.95,Low Value Customers
660,CS1772,315,18,1348,44.88,49.21,49.21,2.43,Low Value Customers
661,CS1773,348,22,1442,33.74,76.89,76.89,3.52,Medium Value Customer
662,CS1774,0,25,1756,100.0,90.27,90.27,4.59,Top Customers
663,CS1775,315,13,848,44.88,17.32,17.32,1.07,Lost Customers
664,CS1776,320,25,1782,42.39,90.27,90.27,4.15,High value Customer
665,CS1777,341,14,1044,36.93,22.55,22.55,1.24,Lost Customers
666,CS1778,185,19,1368,77.31,56.47,56.47,2.98,Low Value Customers
667,CS1779,303,16,1086,52.49,34.8,34.8,1.87,Low Value Customers
668,CS1780,153,19,1265,83.11,56.47,56.47,3.02,Medium Value Customer
669,CS1781,481,29,2131,6.71,98.05,98.05,4.22,High value Customer
670,CS1782,338,17,1174,38.25,41.88,41.88,2.07,Low Value Customers
671,CS1783,376,17,1210,24.07,41.88,41.88,1.96,Low Value Customers
672,CS1784,381,15,993,22.75,28.31,28.31,1.37,Lost Customers
673,CS1785,184,29,2103,78.25,98.05,98.05,4.75,Top Customers
674,CS1786,92,31,2218,88.44,99.41,99.41,4.89,Top Customers
675,CS1787,214,22,1443,76.33,76.89,76.89,3.84,Medium Value Customer
676,CS1788,416,24,1548,15.35,86.57,86.57,3.79,Medium Value Customer
677,CS1789,334,16,1192,40.25,34.8,34.8,1.78,Low Value Customers
678,CS1790,442,18,1241,11.0,49.21,49.21,2.17,Low Value Customers
679,CS1791,262,21,1607,70.93,70.65,70.65,3.53,Medium Value Customer
680,CS1792,277,17,1179,65.58,41.88,41.88,2.27,Low Value Customers
681,CS1793,278,17,1035,64.91,41.88,41.88,2.27,Low Value Customers
682,CS1794,262,24,1764,70.93,86.57,86.57,4.21,High value Customer
683,CS1795,460,17,1331,9.06,41.88,41.88,1.85,Low Value Customers
684,CS1796,306,20,1462,50.43,63.59,63.59,3.08,Medium Value Customer
685,CS1797,312,23,1393,46.57,82.07,82.07,3.84,Medium Value Customer
686,CS1798,383,27,1826,22.24,95.23,95.23,4.21,High value Customer
687,CS1799,276,14,966,66.37,22.55,22.55,1.46,Lost Customers
688,CS1800,31,16,1053,95.52,34.8,34.8,2.2,Low Value Customers
689,CS1801,374,15,994,24.73,28.31,28.31,1.39,Lost Customers
690,CS1802,155,27,1913,80.68,95.23,95.23,4.65,Top Customers
691,CS1803,430,21,1562,12.74,70.65,70.65,3.1,Medium Value Customer
692,CS1804,215,19,1247,75.29,56.47,56.47,2.96,Low Value Customers
693,CS1805,286,31,2076,58.52,99.41,99.41,4.66,Top Customers
